Candidate,Date,Headline,Snippet
trump,2016-11-22,Gun Owners ‘Can Breathe Again’: Trump’s Win Emboldens Advocates,"Supporters of the Second Amendment, ecstatic that Hillary Clinton lost, anticipate an expansion of gun rights with a Trump administration and a Republican-led Congress."
trump,2016-11-22,Trump Foundation May Have Used Money to Benefit One of Its Own,"The Donald J. Trump Foundation acknowledged on its 2015 tax form that it had used money or assets for a “disqualified person,” or one of the organization’s central people."
trump,2016-11-22,Donald Trump’s Business Dealings Test a Constitutional Limit,"If Mr. Trump continues, once inaugurated, to profit from transactions with companies controlled by foreign governments, he may run afoul of the Emoluments Clause."
trump,2016-11-22,"Grievances and Grumblings, Long Before Chris Christie’s Fall in Donald Trump’s Circle","Governor Christie’s dismissal from the president-elect’s transition team was weeks in the making, according to interviews with people close to the governor and the campaign."
trump,2016-11-22,"Small Banks Cheer Trump. So, After a Pause, Do Big Ones.","Community bankers overwhelmingly supported Donald J. Trump’s campaign. Now, as mega-banks’ stock soars, they too are looking ahead to the benefits of his administration."
trump,2016-11-22,Civil Rights Groups Call on Trump to Denounce Racism of Alt-Right,"The president-elect has been criticized for fanning the flames of hate groups, and the latest outcry followed a conference of white nationalists in Washington this weekend."
trump,2016-11-22,Donald Trump Drops Threat of New Hillary Clinton Investigation,“Lock her up”? The president-elect signaled that he would prefer to move on rather than pursue inquiries into Mrs. Clinton’s email use and the Clinton Foundation.
trump,2016-11-22,Mayor de Blasio Vows to Shield New Yorkers From Trump’s Policies,"Echoing the governor, Mayor Bill de Blasio pledged to challenge the creation of a Muslim registry and promised to protect immigrants threatened with deportation."
trump,2016-11-22,Less Defiant Trump at The Times: ‘I Hope We Can All Get Along’,The president-elect’s push-pull approach to the news media was on display in his responses to questions about the First Amendment and Breitbart News.
trump,2016-11-23,"At Donald Trump’s Properties, a Showcase for a Brand and a President-Elect",Questions are being raised about whether Mr. Trump is exploiting the high profile of the presidency to conduct what could be seen as a promotional tour for the Trump Organization.
trump,2016-11-23,Donald Trump’s Early Backers in State Government May See Rewards,"In every presidential race, there are early and fierce endorsers of the winning candidate who are then viewed, postelection, as having more influence."
trump,2016-11-23,Trump Diversifies Cabinet; Picks Nikki Haley and Betsy DeVos,"The president-elect’s first picks were white men, but now he has recruited two women: Gov. Nikki R. Haley of South Carolina and Betsy DeVos, a G.O.P. philanthropist."
trump,2016-11-23,"In Betsy DeVos for Education, Trump Taps Into Michigan Royalty",President-elect Donald J. Trump has chosen Gov. Nikki Haley of South Carolina to be ambassador to the United Nations.
trump,2016-11-23,Donald Trump Close to Picking Ben Carson as Housing Secretary,The choice of the former neurosurgeon suggested that Mr. Trump was seeking diversity in an administration that has started off predominantly white and male.
trump,2016-11-23,Book Publishers Scramble to Make Sense of Trump’s Rise to Victory,"Publishing houses were caught off-guard by Donald Trump’s win on Election Day, and editors, agents and publishers are now racing to acquire works like memoirs and political analysis."
trump,2016-11-23,Donald Trump’s New York Times Interview: Full Transcript,"Read the full text of the president-elect’s meeting with reporters, editors and opinion columnists from The Times."
trump,2016-11-23,Nikki Haley Chosen as U.N. Ambassador,"Ms. Haley, the South Carolina governor, was a prominent and frequent critic of Donald Trump early in his run."
trump,2016-11-23,"Trump Tower, the Center of the Political Universe",A single day at Trump Tower in Manhattan provides a view of potential cabinet members and staff in the next administration.
trump,2016-11-23,George Soros Pledges $10 Million to Fight Hate Crimes,"Saying the Trump campaign awakened “dark forces,” Mr. Soros, the billionaire Democratic donor, will fund grants to community and civil rights groups and efforts to track attacks."
trump,2016-11-24,Trump to Accept Inauguration Funds From Corporations and Big Donors,The move represents a continued march back from standards set in 2009 and complicates the president-elect’s pledge to eliminate influence from special interests.
trump,2016-11-24,"Wilbur Ross, Billionaire Investor, Is Said to Be Trump’s Commerce Pick","After choosing national security hard-liners for some of his earliest appointments, the president-elect is turning to ultrawealthy conservatives."
trump,2016-11-24,"A Battle to Change Medicare Is Brewing, Whether Trump Wants It or Not","Republicans plan to move forward on a years-old effort to shift Medicare to a system known as premium support, setting up a partisan fight."
trump,2016-11-24,"Betsy DeVos, Trump’s Education Pick, Has Steered Money From Public Schools","Ms. DeVos, a philanthropist, activist and Republican fund-raiser, has worked to give families vouchers to attend private schools and pressed to expand charter schools."
trump,2016-11-24,"Jared Kushner, Cast as Potential Player on Israel, Is Little Known There","President-elect Donald J. Trump said this week that Mr. Kushner, his son-in-law, could play a key, if undefined, role in Middle East peace efforts."
trump,2016-11-24,Carving Donald Trump,Pass the stuffing and wave the olive branch.
trump,2016-11-24,Trump Cites Progress in Keeping Carrier Air Conditioning Plant in Indiana,"Donald J. Trump, who had made coming job losses at a Carrier plant a campaign issue, said he had reached out to the company."
trump,2016-11-24,All the Clamor? Trump’s Palm Beach Neighbors See an Upside,"A security cordon and news trucks descended on the area around the president-elect’s Florida resort, but many residents were blasé about the activity."
trump,2016-11-24,"Trump Signs, Trees and Accusations That a New York Agency Is Biased","When his signs supporting Donald J. Trump for president were stolen or vandalized at his home in Queens, Michael Ricatto tried to catch the perpetrator. What happened next was a surprise."
trump,2016-11-24,Would Trump Have Won Trump University Cases? Evidence Says He Faced Hard Fight,"Sworn statements described a scheme to cheat customers, and sales playbooks called for tapping into “the roller coaster of emotions” to get people to sign up."
trump,2016-11-25,"In Scotland, Trump Built a Wall. Then He Sent Residents the Bill.","The president-elect left a trail of unmet promises on one of his golf courses, and lashed out at homeowners who stood in his way."
trump,2016-11-25,Trump Has Options for Undoing Obama’s Climate Legacy,"A little-known office under the control of the White House can keep some environmental regulations from taking effect, and the president can reverse rules not yet completed."
trump,2016-11-25,Republicans Divided Between Romney and Giuliani for Secretary of State,The leading candidates are both high-profile politicians with their share of detractors.
trump,2016-11-25,Donald Trump and the Lawsuit Presidency,The $25 million settlement of the Trump University fraud cases is only the tip of the iceberg.
trump,2016-11-25,How Trump Won the Troops,The regions and classes that send their children off to war were the same ones that voted for the president-elect.
trump,2016-11-25,Will Donald Trump Destroy the Iran Deal?,Leaders of other countries need to make clear to the president-elect that they will work to keep the nuclear agreement in place.
trump,2016-11-25,Donald Trump Goes to Washington,And the Lincoln Memorial gets a makeover.
trump,2016-11-25,"With North Korea Looming, Trump May Be Rethinking China Showdown","Starting a trade war would jeopardize Beijing’s cooperation on containing the North, whose nuclear capabilities have been increasing sharply."
trump,2016-11-25,Donald Trump Adds K.T. McFarland to His National Security Team,"Ms. McFarland, an aide in three Republican administrations, was named deputy national security adviser, while Donald F. McGahn II was chosen as White House counsel."
trump,2016-11-25,Remember When ‘Figaro’ Was Set in Trump Tower?,"Peter Sellars on his Reagan-era staging of “Le Nozze di Figaro” (1988), why he chose the setting, and what Mozart was saying about money, class and power."
trump,2016-11-26,"Potential Conflicts Around the Globe for Trump, the Businessman President","In many of the president-elect’s international development ventures, his business partners have close ties to foreign governments."
trump,2016-11-26,"‘Vulture’ or ‘Phoenix’? Wilbur Ross, Risk-Taker, Is Eyed for Commerce Post","President-elect Donald J. Trump is turning not to a cautious corporate chieftain, but to somebody usually considered either a hero or a villain."
trump,2016-11-26,"U.S. Officials Defend Integrity of Vote, Despite Hacking Fears","Some opponents of Donald J. Trump are seeking recounts in Wisconsin, Michigan and Pennsylvania, states where his margin of victory was extremely thin."
trump,2016-11-26,Donald Trump’s Caldron of Conflicts,Mr. Trump’s business interests will threaten the integrity of the government.
trump,2016-11-26,The Soldier Donald Trump Called a Traitor,The president-elect’s campaign crusade against Sgt. Bowe Bergdahl makes it unlikely that the former Taliban hostage can get a fair trial.
trump,2016-11-26,The Pretend Populism of Donald Trump,The “blue-collar billionaire” is looking plenty regal so far.
trump,2016-11-26,Trump’s Next Battle: Keeping These Republican Senators Happy,Lindsey Graham. John McCain. Jeff Flake. They are just a few of the lawmakers the president-elect may sometimes find himself having to win over.
trump,2016-11-26,A Donald Trump-Led Trip Back to the Gold-Plated ’80s,"The wealth culture of today, in contrast to the excesses of the 1980s, emphasizes staying under the radar. The election of Mr. Trump could change that."
trump,2016-11-26,Fate of U.S.-Cuba Thaw Is Less Certain Under Donald Trump,"The president-elect has been critical of the détente, and sent mixed signals during the campaign about his intentions toward the island nation."
trump,2016-11-26,"Trump Leans on Carrier to Keep 2,000 U.S. Jobs From Moving to Mexico","Two factories in Indiana were slated to close and their jobs moved to Monterrey. Mr. Trump tweeted, “Making progress,” in capital letters."
trump,2016-11-27,"Trump Claims, With No Evidence, That ‘Millions of People’ Voted Illegally",The president-elect made the unsubstantiated claim as part of a storm of Twitter posts voicing anger about a three-state recount push.
trump,2016-11-27,"Combative, Populist Steve Bannon Found His Man in Donald Trump","Mr. Bannon courted politicians who share his dark, populist worldview of a ruling class preying on working Americans and “the Judeo-Christian West” in a “war against Islamic fascism.”"
trump,2016-11-27,Invoking Radicals of America’s Recent Past in a Politically Fraught Present,"The outcome of this year’s election gives “Party People,” a play now at the Public Theater that draws on the ideas and activism of groups like the Black Panthers and Young Lords, a special urgency."
trump,2016-11-27,South Korean Leader Digs In Against Rising Calls for Impeachment,A bizarre scandal and an escalating backlash could make President Park Geun-hye the first South Korean leader to be removed from office since 1979.
trump,2016-11-27,"Fidel Castro, Donald Trump, Cyber Monday: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.
trump,2016-11-27,"Fidel Castro, François Fillon, Narendra Modi: Your Monday Briefing",Here’s what you need to know to start your day.
trump,2016-11-27,"At World Chess Championship, Familiar Overtones of East-West Politics","A Russian and a Norwegian are battling in a contest that is once again taking place during escalating tensions among Russia, the United States and Western Europe."
trump,2016-11-27,Obama Expands War With Al Qaeda to Include Shabab in Somalia,"The administration’s move to stretch a 2001 war authorization will strengthen Donald J. Trump’s authority to combat thousands of Somali militants, and has drawn objections from some experts."
trump,2016-10-14,Erick Erickson: The G.O.P. After Donald Trump,Voters are being held hostage by hollow promises from both parties. The Republicans have a chance to win back their trust.
trump,2016-10-14,‘Never Trump.’ But Then What?,"At the annual RedState gathering, prominent conservatives reflect on how Donald Trump has divided their party."
trump,2016-10-14,Closing Trump’s Tax Loopholes,James Stewart of The New York Times on the exit of Wells Fargo’s chief executive and four steps to close the loopholes that allowed Donald Trump to avoid taxes.
trump,2016-10-14,Who Is to Blame for Trump’s Polling?,"If you ask the candidate, anyone or anything other than himself is to blame for his standing in the polls. The New York Times gives Hillary Clinton an 89 percent chance of winning the election."
trump,2016-10-14,Press Tensions at Trump Rallies,"When reporters enter campaign rallies for Donald J. Trump, it is increasingly common for his supporters to boo and yell. The Times media critic Jim Rutenberg examines the relationship between the news media and the Republican presidential nominee."
trump,2016-10-14,Donald Trump vs. a Free Press,Mr. Trump is wrong to think he can win a lawsuit against The Times for publishing allegations about his groping of women.
trump,2016-10-14,"Trump as Champion of Working Class? ‘Come On,’ Obama Says","President Obama implored voters to “reject a dark and pessimistic vision” offered by Donald J. Trump, who he said faked his concern for the working class."
trump,2016-10-14,"Donald Trump Assails His Accusers as Liars, and Unattractive","Mr. Trump attacked the women accusing him of inappropriate sexual advances, while claiming that the news media and Hillary Clinton were conspiring against him."
trump,2016-10-14,"After Donald Trump, Will More Women Believe Their Own Stories?",This week’s wave of claims against the Republican nominee suggest the possibility of a shift in how women think about sexual assault.
trump,2016-10-14,Where’s the Love for Trump? Not in Ads for G.O.P. Candidates,Some Republicans running for the House and Senate did not mention of Donald Trump in political advertising because it would hurt them with undecided voters.
trump,2016-10-15,Donald Trump and Other Animals,I compared him to an insect. But maybe that didn’t go far enough.
trump,2016-10-15,How to Be a Man in the Age of Trump,Will the G.O.P. candidate unwittingly inspire a new bipartisan feminism?
trump,2016-10-15,Trump Says Allegations Are ‘100% False’,"At a rally in Charlotte, N.C., Donald J. Trump described himself as a victim of a smear campaign and accused Hillary Clinton of “character assassination.”"
trump,2016-10-15,Magnate’s Twin Goals: Fighting Climate Change and Electing Donald Trump,"Andrew Sabin, who made a fortune recycling precious metals, is a political paradox, throwing his wallet behind climate change initiatives and the Republican nominee."
trump,2016-10-15,Where the Trump Name Is Emblazoned Now: The Front Yard,"A 3,000-mile trek across the northern United States provides evidence that, at least in sheer number of campaign signs, Trump supporters rule the roadways."
trump,2016-10-15,Donald Trump’s Barrage of Heated Rhetoric Has Little Precedent,"His near-apocalyptic warnings, accusations and crude innuendo are nearly unheard-of in modern campaigns, unnerving Republicans and enraging Democrats."
trump,2016-10-15,"‘We Should Take a Drug Test’ Before Debate, Donald Trump Says","Mr. Trump, offering no evidence, suggested to a crowd in New Hampshire that Hillary Clinton may have been on drugs during their last debate."
trump,2016-10-15,Michelle Schools Donald Trump,"A quarter century after Anita Hill lost to Clarence Thomas, Michelle Obama takes Trump to task."
trump,2016-10-15,Issues in Hillary Clinton’s Past Leave Her Muted in Furor Over Donald Trump,Mrs. Clinton has been scarred by old missteps and paralyzed by her husband’s history of facing accusations of sexual misconduct.
trump,2016-10-15,"As a Black Republican Senator, Tim Scott Faces a Unique Donald Trump Issue","Instead of defending Mr. Trump, Mr. Scott argues that Hillary Clinton and her fellow Democrats are just as bad on race matters."
trump,2016-10-16,Officials Fight Donald Trump’s Claims of a Rigged Vote,Mr. Trump sowed doubts about the integrity of the democratic process on Sunday even as his own running mate assured voters the election would be legitimate.
trump,2016-10-16,Donald Trump Says He’s a ‘Big Fan’ of Hindus,"He also praised India’s prime minister, Narendra Modi, at an Indian-American charity event."
trump,2016-10-16,Peter Thiel to Donate $1.25 Million in Support of Donald Trump,"The billionaire investor, the only prominent supporter of the Republican candidate in the tech community, joins a very short list of large Trump contributors."
trump,2016-10-16,"Hillary Clinton Builds $150 Million War Chest, Doubling Donald Trump","September was Mr. Trump’s best fund-raising month, but he and committees linked to his campaign began October with only $75 million in cash on hand."
trump,2016-10-16,"Donald Trump and the G.O.P.: The Party of Lincoln, Reagan and, Perhaps, Extinction","Mr. Trump’s rise has exacerbated tensions and deepened divisions within the 162-year-old Republican Party, raising concerns that it may go the way of the Whigs."
trump,2016-10-16,"Specter of Trump Loosens Tongues, if Not Purse Strings, in Silicon Valley","The tech community’s usual reticence about politics is being upended by the prospect of a President Trump, even as traditional fund-raising is lagging."
trump,2016-10-16,Ripples From the ‘How Low Can They Go’ Campaign,"As the run for president veered to Donald J. Trump’s treatment of women, and whether Bill Clinton’s was worse, Americans collectively shook their heads."
trump,2016-10-16,The California Ballot Measure That Inspired a Tax Revolt,"Proposition 13, a populist crusade in 1978 to cut property taxes, set in motion a political process that still reverberates across the nation."
trump,2016-10-16,"Corrections: October 16, 2016","Corrections appearing in print on Sunday, October 16, 2016."
trump,2016-10-16,North Carolina G.O.P. Building Is Firebombed,"Graffiti painted nearby depicted a swastika and the warning, “Nazi Republicans leave town or else.”"
trump,2016-10-17,"Donald Trump, the Worst of America","He is the logical extension of misogyny, racism, privilege and anti-intellectualism."
trump,2016-10-17,Donald Trump’s Playbook for Smearing,"When Trump is feeling cornered, in business or politics, he has a go-to strategy: He lies, and he just keeps lying."
trump,2016-10-17,The New Protesters Defying Donald Trump: His Customers,"Small, inconspicuous acts of rebellion have taken aim at perhaps the candidate’s most prized possession — his brand name — by boycotting what he’s selling."
trump,2016-10-17,"For Donald Trump, Lessons in Grace",The patriotic concession speeches of prior presidential candidates show an alternative to his corrosive conspiracies.
trump,2016-10-17,Audience Members Walk Out on Amy Schumer After Trump Criticisms,"At a show in Tampa, Fla., the comedian’s criticisms of Donald J. Trump drew boos, and some 200 people left."
trump,2016-10-17,Donald Trump Reveals Evangelical Rifts That Could Shape Politics for Years,"While most of the religious right’s old guard has chosen to stand by Mr. Trump, its judgment and authority are being challenged by evangelicals who are younger, minorities and women."
trump,2016-10-17,Why Trump Doubled Down on the Central Park Five,"The Republican nominee still says, despite all the evidence, that the five men confessed to sexual assault so they must be guilty. He’s not alone."
trump,2016-10-17,‘They’re Lies’: Melania Trump Rejects Women’s Claims That Husband Groped Them,"Ms. Trump, who has shied from interviews since her plagiarized speech at the Republican convention, said a lewd recording of her husband was “not the man that I know.”"
trump,2016-10-17,Jared Kushner Talks of a Trump TV Network With a Media Deal Maker,"Mr. Kushner, Donald J. Trump’s son-in-law, informally reached out to a veteran media investment banker, who is also a friend, about setting up the channel."
trump,2016-10-17,I Hardly Expected My Letter to Donald Trump to Go Viral,"Like lots of lawyers, I write dozens of lawyer letters every year — and they tend to have an audience of one."
trump,2016-10-18,Pledging the Trump Fraternity,"Like other groups, Delta Kappa Trump has its own status symbols and initiation ceremonies."
trump,2016-10-18,Obama to Trump: Stop Whining,"Speaking at the White House with the Italian prime minister, President Obama responded to a journalist’s question about Donald J. Trump’s claims of a rigged election by saying Mr. Trump should “stop whining.”"
trump,2016-10-18,Trump Calls for Term Limits,"Donald J. Trump, speaking Tuesday at a campaign event in Colorado Springs, said that if he was elected president he would call for congressional term limits."
trump,2016-10-18,What Our Sons Are Learning From Donald Trump,A presidential candidate’s definition of masculinity prompts a second look at the damaging assumptions behind “boys will be boys.”
trump,2016-10-18,Shameful Silence on Donald Trump’s Lies About Vote-Rigging,Republican leaders must reject the ridiculous notion that a national election can be “rigged.”
trump,2016-10-18,Donald Trump Says He Might Meet With Putin Before Inauguration,"In a radio interview on Monday, Mr. Trump said that Hillary Clinton and the Obama administration have been too aggressive with the Russian president."
trump,2016-10-18,Obama Tells Trump: Stop ‘Whining’ and Trying to Discredit the Election,"At a news conference, the president said Donald J. Trump’s claims showed that the Republican Party’s nominee lacked the leadership or toughness to be president."
trump,2016-10-18,Hillary Clinton and Donald Trump Answer Your Questions,"Readers told us what issues they wanted to hear more about, and the campaigns responded."
trump,2016-10-18,"Trump Wants Big Changes to Legal Immigration, Too — How Big?",Donald J. Trump has proposed the most substantial restrictions on legal immigration in nearly a century.
trump,2016-10-18,Magazine Says Six People Corroborate Writer’s Claim Trump Assaulted Her,"A People magazine article contains comments supporting the accusation of Natasha Stoynoff, a writer for the magazine."
trump,2016-10-19,The Trump Afterlife,Keeping his movement going after November will be a challenge.
trump,2016-10-19,Trump in a Bikini,He relentlessly scrutinizes others. Let’s conduct various examinations of him.
trump,2016-10-19,Melania Trump Mimics Hillary Clinton to Defend Donald Trump,She’s parroting the arguments Clinton used decades ago about a “conspiracy” against Bill.
trump,2016-10-19,The Religious Right’s Trump Schism,“The world is getting a glimpse into the dark and rotting core of evangelicalism.”
trump,2016-10-19,Goldman Sachs C.E.O. on Trump,"“We weren’t meeting in secret and we certainly weren’t plotting the destruction” of America, said Lloyd Blankfein, reacting to comments from Donald Trump."
trump,2016-10-19,Trump and Clinton’s Last Debate: Analysis,Here’s how we analyzed in real time the last presidential debate between Hillary Clinton and Donald J. Trump.
trump,2016-10-19,Review: ‘Michael Moore in TrumpLand’ Isn’t About Donald Trump,"The film, which captures a live stage performance by Mr. Moore, is not a rollicking attack on the Republican nominee but a paean to Hillary Clinton."
trump,2016-10-19,How Donald Trump Hacked the Politics of Foreign Policy,Scholars of American politics say Mr. Trump is using international issues as a medium to connect with voters’ gut-level fears and desires.
trump,2016-10-19,Donald Trump’s Call to Monitor Polls Raises Fears of Intimidation,"The candidate has issued dark warnings about a “stolen” election and voter fraud, using language that is leading to anxiety in minority communities."
trump,2016-10-19,How Silicon Valley Treats a Trump Backer: Peter Thiel,"Peter Thiel, who has drawn fire from fellow tech executives for supporting Donald J. Trump, plans to address the issue in a speech this month."
trump,2016-10-20,Trump and Clinton on Abortion,Donald J. Trump and Hillary Clinton offered drastically different opinions on the issue of abortion during the presidential debate in Las Vegas on Wednesday.
trump,2016-10-20,Was That a Presidential Debate or a Pitch for Trump TV?,"There were two Donald J. Trumps at the debate in Las Vegas: The presidential candidate, and the possible future media mogul."
trump,2016-10-20,Donald Trump’s Contempt for Democracy,"In saying he was not sure if he’d support the election results, Mr. Trump added another reason he is not qualified to be president."
trump,2016-10-20,A ‘Taco Wall’ to Protest Trump,"Supporters of the Democratic nominee for president, Hillary Clinton, surrounded a Trump Hotel in Las Vegas with about 150 taco trucks on Wednesday and staged protests ahead of the final presidential debate."
trump,2016-10-20,Donald Trump vs. American Democracy,He’s desperate for a reason to explain why he’s losing.
trump,2016-10-20,"Donald Trump Is Wrong on Mosul Attack, Military Experts Say","They said that Mr. Trump’s armchair generalship revealed a fundamental lack of understanding of Iraqi politics, military warfare, and military history."
trump,2016-10-20,Donald Trump Won’t Say if He’ll Accept Result of Election,"“I will keep you in suspense,” Donald Trump said at a debate that began cordially but turned caustic. Hillary Clinton replied that his statement was “horrifying.”"
trump,2016-10-20,Trump and the ‘Rigged’ Emmy Awards: A History of Snubs,"“The Apprentice” has been nominated several times for Primetime Emmy Awards, and its losses have apparently weighed on Mr. Trump."
trump,2016-10-20,Donald Trump Says He Will Accept Election Outcome (‘if I Win’),"“Of course I would accept a clear election result, but I would also reserve my right to contest or file a legal challenge in the case of a questionable result,” Mr. Trump said."
trump,2016-10-20,A 10th Woman Accuses Donald Trump of Inappropriate Touching,"Karena Virginia said she was 27 when Mr. Trump approached her, grabbed her arm and touched her breast outside the U.S. Open tennis tournament in 1998."
trump,2016-10-21,"Donald Trump, Enemy of Democracy",What’s the best response from all of us? To fight his attempted despotism with more democracy.
trump,2016-10-21,Trump to Accelerate Campaign Schedule,"Donald J. Trump said in Fletcher, N.C., that from now on he would be packing his schedule with events and expressed determination to win the presidential election."
trump,2016-10-21,Donald Trump’s Theories of Constitutional Interpretation,The Constitution is the guide.
trump,2016-10-21,Trump Speaks at Al Smith Dinner,"After a contentious debate the night before, Donald J. Trump shared the stage with Hillary Clinton one last time."
trump,2016-10-21,Clinton Calls Trump Threat to Democracy,Hillary Clinton’s comments came as Donald J. Trump has repeatedly declined to say that he would accept the results of the presidential election.
trump,2016-10-21,Clinton Jabs Trump at Al Smith Dinner,"Hillary Clinton took the stage at the charity event, a respite of humor in a bruising campaign against Donald J. Trump."
trump,2016-10-21,Trump and Clinton Both Accelerated Spending in September,"Donald Trump spent $70 million, according to reports, more than double the $30 million in August. Hillary Clinton’s campaign spent even more, $95 million."
trump,2016-10-21,Donald Trump’s Defiance Is Seen as ‘Colossal Mistake’ That Threatens U.S. Image,"Diplomats and elected officials fear that Mr. Trump, if he loses, will severely undermine the international reputation of the American political system."
trump,2016-10-21,Trump the Anti-American,"Rage is all that Trump has had to offer. His America is small. But this is still the land of “Sure,” of the embrace of possibility."
trump,2016-10-21,"Trump in April: If I Lose, ‘I’ll Let It All Out’",Making sense of the last days of an improbable campaign.
trump,2016-10-22,Mr. Gingrich’s ‘Big Trump’,Newt Gingrich is positioning himself as the politician best able to mobilize Trump supporters going forward.
trump,2016-10-22,"Thank You, Donald Trump",His boasts have shown what women endure every day.
trump,2016-10-22,What Nixon Could Teach Trump About Losing,"Despite voting irregularities, he refused to cry foul after the 1960 election."
trump,2016-10-22,Gay Republican Group Declines to Endorse Donald Trump,The Log Cabin Republicans said its members were torn between the favorable words Mr. Trump has spoken about their concerns and the anti-gay-rights policies he has embraced.
trump,2016-10-22,Trump Recording Narrows Divide on Sexual Assault,A three-minute clip of Mr. Trump boasting about groping women appears to have prompted a change in consciousness that usually takes decades.
trump,2016-10-22,Donald Trump Pledges to ‘Heal Divisions’ (and Sue His Accusers),"Mr. Trump went to Gettysburg, Pa., for what was supposed to be a major policy speech. He spent much of it dwelling on grievances."
trump,2016-10-22,The Clinton and Trump Foundations Are Vastly Different. Here’s How.,A comparison of the Clinton and Trump Foundations and the controversies that surround them.
trump,2016-10-22,Can Trump Help Us Bridge the ‘God Gulf’?,The crisis among evangelicals over supporting Donald Trump’s candidacy has also provided an opportunity.
trump,2016-10-22,John McCain’s Choice on Trump,"The senator could try to rebuild the Republican Party, or he could play it safe."
trump,2016-10-22,Donald Trump’s Warning on Election Result Sounds Familiar to Some Immigrants,The candidate’s recent comments about the legitimacy of the election have perversely made some immigrants feel right at home.
trump,2016-10-23,Hillary Clinton Presses Her Advantage Over a Struggling Donald Trump,"With a strong lead in national polls, Mrs. Clinton is urging core Democratic constituencies to vote early in states where balloting has begun."
trump,2016-10-23,Donald Trump’s Threat to Reject Election Results Alarms Scholars,"Mr. Trump’s claims that the vote will be “rigged” and “taken away from us” erodes popular faith in democracy, political scientists say."
trump,2016-10-23,G.O.P. Hopefuls in New York Races Walk Tightrope on Donald Trump,Republicans are trying to find a balance between expressing support for Mr. Trump and distancing themselves from a candidate who may become toxic to the moderates and independents they need to win.
trump,2016-10-23,Donald Trump Gets First Major Endorsement in Las Vegas,"The Las Vegas Review-Journal, Nevada’s largest newspaper, is the first major newspaper to give Mr. Trump its support."
trump,2016-10-23,‘Not a Regular Day’: What a Trump Rally Clash Reveals About a Divided Nation,"In June in San Jose, Calif., a tug of war over a sign supporting Donald J. Trump sent one man to jail for six days and another man to soul-searching. This is their story."
trump,2016-10-23,"With Tom Hanks Aboard, ‘S.N.L.’ Parodies Final Presidential Debate","In the show’s opening sketch, Alec Baldwin and Kate McKinnon reprised their roles as Donald Trump and Hillary Clinton, with Mr. Hanks playing the moderator Chris Wallace."
trump,2016-10-23,"Now at GQ, Keith Olbermann Takes His Outrage Online","Mr. Olbermann, the itinerant sports and news broadcaster, is making a series of commentaries opposing Donald J. Trump."
trump,2016-10-23,"Obama Assists 150 State Candidates, Targeting G.O.P.’s Grip on Legislatures","Republicans control most statehouse chambers, but with Donald J. Trump stumbling, Democrats hope for down-ballot gains in Minnesota, Colorado, Nevada and elsewhere."
trump,2016-10-23,On the Trail: Week of Oct. 16,"Hillary Clinton stayed off the campaign trail for most of the week, meeting Donald J. Trump for the final presidential debate on Wednesday, and again on Thursday, at the Al Smith dinner."
trump,2016-10-23,"AT&T, Chicago Cubs and Mosul: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.
trump,2016-10-24,It’s Trump’s Party,Don’t let anyone pretend otherwise.
trump,2016-10-24,"What’s in a Name? When It’s ‘Trump Place,’ It’s a Revolt","At three large rental buildings on the Upper West Side of Manhattan, a movement is underway to rid the properties of Donald J. Trump’s name."
trump,2016-10-24,Sorting Out a ‘Big’ Trump Controversy,"Donald J. Trump’s use of the phrase “big league” has divided social media into two camps: Those who believe he said “bigly,” and those who heard “big league.”"
trump,2016-10-24,"Yes, Trump Really Is Saying ‘Big League,’ Not ‘Bigly,’ Linguists Say","An unusual turn of phrase, combined with Donald Trump’s unique pronunciation of it, has confused, and amused, listeners."
trump,2016-10-24,"For Republicans Abandoning Donald Trump, Obama Has a Message: ‘Too Late’","The president, widening his attack on Mr. Trump, excoriated Representative Joe Heck of Nevada and others for failing to reject the candidate earlier."
trump,2016-10-24,Clinton Leads Trump as Marathon Nears the Final Sprint,"The Trump camp conceded that it was lagging, but the campaign manager, Kellyanne Conway, said it still saw a path to victory."
trump,2016-10-24,"Donald Trump Dismisses Latest Accuser: ‘Oh, I’m Sure She’s Never Been Grabbed Before’","Mr. Trump disparaged an actress named Jessica Drake, who over the weekend said that in 2006 he had groped and kissed her without her permission."
trump,2016-10-24,"Fearing Trump, Bar Association Stifles Report Calling Him a ‘Libel Bully’",Critics of the American Bar Association said the decision was ironic since the group is supposed to explore issues about threats to free speech.
trump,2016-10-24,Could Hillary Clinton Win Texas? Some Democrats Say Maybe,"The state has voted for the G.O.P. candidate in the past nine presidential elections, but Donald J. Trump may have created an opening for Mrs. Clinton."
trump,2016-10-24,WikiLeaks’ Gift to American Democracy,Revelations about Donald Trump and the Clinton campaign have pulled back the curtain on the political-celebrity mythmaking the media too often abets.
trump,2016-10-25,"A New Trump Brand Not Named for Trump? Yes, Meet Scion",A hotelier’s attempts to branch out are complicated by a presidential campaign.
trump,2016-10-25,Trump Rails Against Obamacare,Donald J. Trump said that figures suggesting Affordable Care Act premiums would increase by an average of 25 percent for next year were far too low.
trump,2016-10-25,Is This Election Rigged Against Trump?,"With Donald J. Trump's claims that the election is rigged against him, we take a look at past close and contentious elections."
