Candidate,Date,Headline,Site
clinton,2016-11-30,"Steven Mnuchin, Expected Treasury Pick, Is an Outsider to Public Policy",New York Times
clinton,2016-11-30,Angela Merkel’s Anti-Ideology,New York Times
clinton,2016-11-30,"Samantha Cameron, From 10 Downing Street to Selfridges",New York Times
clinton,2016-11-30,"In North Carolina, No End in Sight to Governor’s Race",New York Times
clinton,2016-11-11,Clinton’s Substantial Popular-Vote Win,New York Times
clinton,2016-11-11,Female Clinton Supporters Are Left Feeling Gutted,New York Times
clinton,2016-11-11,"Girls Can Be Anything, Just Not President",New York Times
clinton,2016-11-11,"On Staten Island, Pantsuit Nation Met Its Match",New York Times
clinton,2016-11-11,David Plouffe: What I Got Wrong About the Election,New York Times
clinton,2016-11-11,The Glass Ceiling Holds,New York Times
clinton,2016-11-11,The Democrats Screwed Up,New York Times
clinton,2016-11-11,What We’re Reading,New York Times
clinton,2016-11-11,Religious Right Believes Donald Trump Will Deliver on His Promises,New York Times
clinton,2016-11-11,Readers Reflect on Michelle Obama’s Path to the White House — and What’s Next,New York Times
clinton,2016-11-12,Hillary Clinton Blames F.B.I. Director for Election Loss,New York Times
clinton,2016-11-12,Trump Camp Refuses to Close Door on Campaign Pledge to ‘Lock Her Up’,New York Times
clinton,2016-11-12,The Myth of Female Solidarity,New York Times
clinton,2016-11-12,Why Women Did Not Unite to Vote Against Donald Trump,New York Times
clinton,2016-11-12,"Ohioans, Tired of Status Quo, Flipped to Trump for Change",New York Times
clinton,2016-11-12,Is Fashion’s Love Affair With Washington Over?,New York Times
clinton,2016-11-12,The Trump Stock Rally: Calamity Averted With a Little Charm,New York Times
clinton,2016-11-12,Obama Lobbies Against Obliteration by Trump,New York Times
clinton,2016-11-12,How Federal Ethics Laws Will Apply to a Trump Presidency,New York Times
clinton,2016-11-12,2016 Election Thank You Notes,New York Times
clinton,2016-11-13,Dave Chappelle Hosts ‘S.N.L.’ and Addresses the Protests Against Trump,New York Times
clinton,2016-11-13,Clinton Staff Memo Cites ‘One Hurdle Too Many’,New York Times
clinton,2016-11-13,Putting the Polling Miss of the 2016 Election in Perspective,New York Times
clinton,2016-11-13,"Red, Blue and Divided: Six Views of America",New York Times
clinton,2016-11-13,"Donald Trump Shouldn’t ‘Put His Children Out of Work,’ Giuliani Says",New York Times
clinton,2016-11-13,"Donald Trump, Mosul, Supermoon: Your Weekend Briefing",New York Times
clinton,2016-11-13,"Donald Trump Appears to Soften Stance on Immigration, but Not on Abortion",New York Times
clinton,2016-11-13,"Waffles and Pancakes, Then Violence, at the ‘Goodfellas’ Diner",New York Times
clinton,2016-11-13,"Obama Heads Overseas, Where Topic of Trump Will Follow Him",New York Times
clinton,2016-11-13,Historians Assess Obama’s Legacy Under Trump’s Shadow,New York Times
clinton,2016-11-14,"At Conference, Political Consultants Wonder Where They Went Wrong",New York Times
clinton,2016-11-14,How Did Donald Trump Win Over So Many Obama Voters?,New York Times
clinton,2016-11-14,"After Election Surprise, Marketers Rethink How to Study Consumers",New York Times
clinton,2016-11-14,"Pulling Democrats Back to ‘It’s the Economy, Stupid’",New York Times
clinton,2016-11-14,"Putin and Trump Talk on Phone and Agree to Improve Ties, Kremlin Says",New York Times
clinton,2016-11-14,Donald Trump Trolled Us All. We Should Learn From It.,New York Times
clinton,2016-11-14,A Poll Tax by Another Name,New York Times
clinton,2016-11-14,Trump’s Rural White America,New York Times
clinton,2016-11-14,Shock Waves a Week After the Vote,New York Times
clinton,2016-11-14,As the Democrats Lick Their Wounds,New York Times
clinton,2016-11-15,Hillary Clinton Wins New Hampshire,New York Times
clinton,2016-11-15,Exit Poll Oversimplification,New York Times
clinton,2016-11-15,The Dream — and the Myth — of the ‘Women’s Vote’,New York Times
clinton,2016-11-15,Where Everybody Knows Your Name and Accepts Your Politics,New York Times
clinton,2016-11-15,"Gwen Stefani, Bono and Zendaya Honored at Glamour Women of the Year Awards",New York Times
clinton,2016-11-15,"Political Divide Splits Relationships — and Thanksgiving, Too",New York Times
clinton,2016-11-15,Protect Democracy First,New York Times
clinton,2016-11-15,Should President Obama Pardon Hillary Clinton?,New York Times
clinton,2016-11-15,Presidential Forecast Post-Mortem,New York Times
clinton,2016-11-15,Why Did College-Educated White Women Vote for Trump?,New York Times
clinton,2016-11-16,"Trump Defeated Clinton, Not Women",New York Times
clinton,2016-11-16,Did Moderates Help Elect Trump?,New York Times
clinton,2016-11-16,The Two Americas of 2016,New York Times
clinton,2016-11-16,"For Women, Glass Ceilings, and Glass Walls, Too",New York Times
clinton,2016-11-16,Catholic Bishops Challenge Donald Trump on Immigration,New York Times
clinton,2016-11-16,"Young, Confident and Protesting Trump",New York Times
clinton,2016-11-16,Quotation of the Day,New York Times
clinton,2016-11-16,Trump’s Transition in a ‘Long History’ of Rocky Presidential Handovers,New York Times
clinton,2016-11-16,Turkey’s Populists See an Unlikely Ally,New York Times
clinton,2016-11-16,California Today: Did Trump Really Have a Shot at California?,New York Times
clinton,2016-11-17,"Hillary Clinton, in Emotional Speech, Implores Supporters to Keep Believing in America",New York Times
clinton,2016-11-17,Clinton Speaks for First Time Since Conceding,New York Times
clinton,2016-11-17,1992 | Gwen Ifill’s Cleareyed Coverage of Bill Clinton,New York Times
clinton,2016-11-17,"Automated Pro-Trump Bots Overwhelmed Pro-Clinton Messages, Researchers Say",New York Times
clinton,2016-11-17,"Democrats, Let Your Leaders Emerge",New York Times
clinton,2016-11-17,Why the World Needs WikiLeaks,New York Times
clinton,2016-11-17,Not a Republican Mandate,New York Times
clinton,2016-11-17,"Nikki Haley, Hillary Clinton, Janet Yellen: Your Thursday Briefing",New York Times
clinton,2016-11-17,The Not-So-Silent White Majority,New York Times
clinton,2016-11-17,The Democrats’ Real Turnout Problem,New York Times
clinton,2016-11-18,"Election Themes Clash in Capra-esque Seneca Falls, Cradle of Women’s Rights",New York Times
clinton,2016-11-18,Will Women Still Want to Run?,New York Times
clinton,2016-11-18,The End of Identity Liberalism,New York Times
clinton,2016-11-18,"Mike Pompeo, Sharp Critic of Hillary Clinton, Is Trump’s Pick to Lead C.I.A.",New York Times
clinton,2016-11-18,I Voted Clinton. You Voted Trump. Let’s Talk.,New York Times
clinton,2016-11-18,The Sorrow and the Pity,New York Times
clinton,2016-11-18,How Could You? 19 Questions to Ask Loved Ones Who Voted the Other Way,New York Times
clinton,2016-11-18,"How Rudolph Giuliani, Possible Cabinet Pick, Made Millions as Ex-Mayor",New York Times
clinton,2016-11-18,The Right Way to Resist Trump,New York Times
clinton,2016-11-18,Friday Mailbag: No More Politics. Just Kidding.,New York Times
clinton,2016-11-19,Why I Had to Eat a Bug on CNN,New York Times
clinton,2016-11-19,Tim Kaine Readily Moves Out of Spotlight: ‘This Is More Me’,New York Times
clinton,2016-11-19,"Why Democrats Now Need the F.B.I. Director, James Comey",New York Times
clinton,2016-11-19,Reddit and the God Emperor of the Internet,New York Times
clinton,2016-11-19,"Facebook Considering Ways to Combat Fake News, Mark Zuckerberg Says",New York Times
clinton,2016-11-19,Obama May Jump Into Fray as Democrats Counter Trump,New York Times
clinton,2016-11-19,One Thing Voters Agree On: Better Campaign Coverage Was Needed,New York Times
clinton,2016-11-19,"Mayor de Blasio’s Political Standing Improves After Trump Win, but Perils Remain",New York Times
clinton,2016-11-19,Jeff Sessions as Attorney General: An Insult to Justice,New York Times
clinton,2016-11-19,Facebook and the Digital Virus Called Fake News,New York Times
clinton,2016-11-20,Richard Rorty’s 1998 Book Suggested Election 2016 Was Coming,New York Times
clinton,2016-11-20,Jessica Chastain’s ‘Miss Sloane’ Echoes Campaign Rhetoric,New York Times
clinton,2016-11-20,Kanye West Calls Out Beyoncé and Praises Trump in Onstage Tirade,New York Times
clinton,2016-11-20,Alec Baldwin Returns to ‘S.N.L.’ as President-Elect Trump,New York Times
clinton,2016-11-20,Review: Innocuous Remarks Double as Cutting Commentary in ‘Abigail’s Party’,New York Times
clinton,2016-11-20,White Nationalists Celebrate ‘an Awakening’ After Donald Trump’s Victory,New York Times
clinton,2016-11-20,Just a Friendly Chat Between 2 Worried Late-Night Hosts,New York Times
clinton,2016-11-20,What to Cook This Week,New York Times
clinton,2016-11-20,Donald Trump and the Bieber Doctrine,New York Times
clinton,2016-11-20,<div>Thousands of Mourners Celebrate Gwen Ifill’s Tenacity and Grace</div>,New York Times
clinton,2016-11-21,Many in Milwaukee Neighborhood Didn’t Vote — and Don’t Regret It,New York Times
clinton,2016-11-21,"A List of Priorities From Trump, and Kris Kobach Tips His Hand",New York Times
clinton,2016-11-21,A Retreat From TPP Would Empower China,New York Times
clinton,2016-11-21,Watch This 2006 Documentary About Rudy Giuliani,New York Times
clinton,2016-11-21,The Identity Politics of Whiteness,New York Times
clinton,2016-11-21,How Have People at Your School or in Your Community Reacted to the Presidential Election?,New York Times
clinton,2016-11-21,Mark Zuckerberg and Facebook Must Defend the Truth,New York Times
clinton,2016-11-21,Fashion Begins to Speak Out About Dressing and Covering the Trumps,New York Times
clinton,2016-11-21,"Trump, Though Critical of Nuclear Deal, Could Offer Opportunities for Iran",New York Times
clinton,2016-11-21,"Patricia Kutteles, Driven by Tragedy to End ‘Don’t Ask, Don’t Tell,’ Dies at 67",New York Times
clinton,2016-11-22,Donald Trump Drops Threat of New Hillary Clinton Investigation,New York Times
clinton,2016-11-22,Anti-Clinton Fake News Casts Pizzeria as Front for Crime,New York Times
clinton,2016-11-22,Not Your Grandmother’s Wisconsin,New York Times
clinton,2016-11-22,Fake News Onslaught Targets Pizzeria as Nest of Child-Trafficking,New York Times
clinton,2016-11-22,Thanksgiving? Politics Divides Families and Friends,New York Times
clinton,2016-11-22,Trump Inches Toward Naming Domestic Cabinet Members,New York Times
clinton,2016-11-22,How Conservative Sites Turn Celebrity Despair on Its Head,New York Times
clinton,2016-11-22,Gun Owners ‘Can Breathe Again’: Trump’s Win Emboldens Advocates,New York Times
clinton,2016-11-22,"Trump, in Interview, Moderates Views but Defies Conventions",New York Times
clinton,2016-11-22,Donald Trump’s New York Times Interview in 12 Tweets,New York Times
clinton,2016-11-23,Election Facts to Keep Handy for Holiday Discussions,New York Times
clinton,2016-11-23,Why This Election Was Not About the Issues,New York Times
clinton,2016-11-23,"No, Trump, We Can’t Just Get Along",New York Times
clinton,2016-11-23,Donald Trump’s Retreat on ‘Lock Her Up’,New York Times
clinton,2016-11-23,"In Betsy DeVos for Education, Trump Taps Into Michigan Royalty",New York Times
clinton,2016-11-23,Donald Trump’s Demand for Love,New York Times
clinton,2016-11-23,Democrats’ Leadership Fight Pits West Wing Against Left Wing,New York Times
clinton,2016-11-23,"Trump’s Most Important Quotes From His Times Interview, and Why They Matter",New York Times
clinton,2016-11-23,Book Publishers Scramble to Make Sense of Trump’s Rise to Victory,New York Times
clinton,2016-11-23,Questioning Donald Trump,New York Times
clinton,2016-11-24,Hillary Clinton Supporters Call for Vote Recount in Battleground States,New York Times
clinton,2016-11-24,Obama Lets Bad Puns Fly at Turkey Pardoning Tinged With Sadness,New York Times
clinton,2016-11-24,Warning Russia on Hacking Isn’t Enough,New York Times
clinton,2016-11-24,Trump Cites Progress in Keeping Carrier Air Conditioning Plant in Indiana,New York Times
clinton,2016-11-24,"Trump Signs, Trees and Accusations That a New York Agency Is Biased",New York Times
clinton,2016-11-24,Carving Donald Trump,New York Times
clinton,2016-11-24,"Nikki Haley, Martin Schulz, Black Friday: Your Thursday Briefing",New York Times
clinton,2016-11-24,Pop & Rock Listings for Nov. 25-Dec. 1,New York Times
clinton,2016-11-24,"A Battle to Change Medicare Is Brewing, Whether Trump Wants It or Not",New York Times
clinton,2016-11-24,Theater Listings for Nov. 25-Dec. 1,New York Times
clinton,2016-11-25,On the Market in New York City,New York Times
clinton,2016-11-25,Homes for Sale in Brooklyn and Manhattan,New York Times
clinton,2016-11-25,How Trump Won the Troops,New York Times
clinton,2016-11-25,The Populism Perplex,New York Times
clinton,2016-11-25,Inside a Fake News Sausage Factory: ‘This Is All About Income’,New York Times
clinton,2016-11-25,The Story Behind This Week’s Best Sellers,New York Times
clinton,2016-11-25,The Two Putin Problem,New York Times
clinton,2016-11-25,Jazz Listings for Nov. 25-Dec. 1,New York Times
clinton,2016-11-25,Spare Times for Children Listings for Nov. 25-Dec. 1,New York Times
clinton,2016-11-25,Around Town for Nov. 25-Dec. 1,New York Times
clinton,2016-11-26,Hillary Clinton’s Team to Join Wisconsin Recount Pushed by Jill Stein,New York Times
clinton,2016-11-26,"U.S. Officials Defend Integrity of Vote, Despite Hacking Fears",New York Times
clinton,2016-11-26,What Unions Got Wrong About Trump,New York Times
clinton,2016-11-26,Election Therapy From My Basket of Deplorables,New York Times
clinton,2016-11-26,Can Senate Democrats Save the Party?,New York Times
clinton,2016-11-26,Donald Trump’s Caldron of Conflicts,New York Times
clinton,2016-11-26,"For Democrats, a Last Faint Hope to Gain a Senate Seat",New York Times
clinton,2016-11-26,The Election and the Market Rally,New York Times
clinton,2016-11-26,Anger Rooms: A Smashing New Way to Relieve Stress,New York Times
clinton,2016-11-26,Miami’s Cuban Exiles Celebrate Castro’s Death,New York Times
clinton,2016-11-27,"Trump Claims, With No Evidence, That ‘Millions of People’ Voted Illegally",New York Times
clinton,2016-11-27,"Fidel Castro, Donald Trump, Cyber Monday: Your Weekend Briefing",New York Times
clinton,2016-11-27,"Combative, Populist Steve Bannon Found His Man in Donald Trump",New York Times
clinton,2016-11-27,"Fidel Castro, François Fillon, Narendra Modi: Your Monday Briefing",New York Times
trump,2016-10-01,"John Sununu reverses position, endorses Trump",Fox News
trump,2016-10-01,Campaign adviser: Trump wins the debate over the economy,Fox News
trump,2016-10-01,Women who know Trump defend the GOP candidate's character,Fox News
trump,2016-10-01,Trump's economic agenda: Cutting taxes for job creation,Fox News
trump,2016-10-01,Presidential campaign spiraling downward with talk of sex tapes,Fox News
trump,2016-10-01,Krauthammer: Trump needs to stop falling for traps,Fox News
trump,2016-10-01,Ben Carson reacts to Trump's attacks on former Miss Universe,Fox News
trump,2016-10-01,Trump looks to get past tweet frenzy with stop in swing state Pennsylvania,Fox News
trump,2016-10-01,Kurtz on Trump's Miss Universe dust up: 'He can't seem to let go of it',Fox News
trump,2016-10-01,Mic Dropped: Debate commission admits 'issues' with TrumpÕs audio,Fox News
trump,2016-10-02,Conway defends Trump attacks; Bill Clinton's past misconduct,Fox News
trump,2016-10-02,What would voters tell Trump ahead of the next debate?,Fox News
trump,2016-10-02,Watters: Trump must get back on offense at next debate,Fox News
trump,2016-10-02,"Trump responds to leaked IRS return, says he is best suited to fix country's 'complex tax laws'",Fox News
trump,2016-10-02,"Christie defends Trump's leaked tax return, says nothing illegal, 'no apologies'",Fox News
trump,2016-10-02,Trump hits Clinton marriage,Fox News
trump,2016-10-02,Trump supporters defend GOP nominee after tax return leaked,Fox News
trump,2016-10-02,Judith Miller: Leaked tax return clearly going to hurt Trump,Fox News
trump,2016-10-02,Former Trump International VP defends Donald,Fox News
trump,2016-10-02,"Comparing the economic agendas of Trump, Clinton",Fox News
trump,2016-10-03,Donald Trump: I have brilliantly used the tax laws,Fox News
trump,2016-10-03,Trump working hard to escape controversy over tax returns,Fox News
trump,2016-10-03,Trump surrogates praise Trump's knowledge of tax code,Fox News
trump,2016-10-03,Trump surrogates argue tax leak shows he is a 'genius',Fox News
trump,2016-10-03,The Trump/Kardashian hype,Fox News
trump,2016-10-04,Austrian presidential hopeful meets US Trump backer,Fox News
trump,2016-10-04,Trump campaign confident in Pence's debate preparation,Fox News
trump,2016-10-04,"Thank you, Bill Clinton for endorsing Donald Trump",Fox News
trump,2016-10-04,"Trump team says Kaine dodged debate questions, Clinton camp says Pence didn't want to defend Trump",Fox News
trump,2016-10-04,Trump campaigns in Arizona amid tax controversy,Fox News
trump,2016-10-05,Pence shows Trump how it's done,Fox News
trump,2016-10-05,Donald Trump campaigning in Nevada,Fox News
trump,2016-10-05,"Kaine: Trump avoids taxes, doesnt support troops",Fox News
trump,2016-10-05,Sen. Tim Kaine says Donald Trump won't rebuild military because he did not pay taxes during 9/11,Fox News
trump,2016-10-05,Sen. Sessions: Trump is committed to ending the lawlessness,Fox News
trump,2016-10-06,Ryan to make first campaign appearance with Trump,Fox News
trump,2016-10-06,Meghan McCain blasts the 'Hollywood hysteria' over Trump,Fox News
trump,2016-10-06,Trump takes the heat for Nevada pronunciation,Fox News
trump,2016-10-06,Trump campaign: Expect more specifics at town hall debate,Fox News
trump,2016-10-06,Trump to Nevada Hispanics: ÔIÕm going to help millions of Latinos trapped in povertyÕ,Fox News
trump,2016-10-07,Is Trump a media mastermind?,Fox News
trump,2016-10-07,Trump and Clinton silent amid hurricane Matthew?,Fox News
trump,2016-10-07,Leaked tape captures Trump in crude rant with TV host,Fox News
trump,2016-10-08,Utah Republicans out front in opposing Trump,Fox News
trump,2016-10-08,Donald Trump apologizes for controversial video remarks,Fox News
trump,2016-10-08,Trump campaign on defense as some in GOP withdraw support,Fox News
trump,2016-10-09,Covering the Trump crisis,Fox News
trump,2016-10-09,Trump previews his Clinton attacks on Twitter,Fox News
trump,2016-10-09,"Does vulgar Trump tape matter to GOP voters, his supporters?",Fox News
trump,2016-10-10,Trump 'very embarrassed' over latest scandal,Fox News
trump,2016-10-10,Trump campaign manager: Critics on 'high horses',Fox News
trump,2016-10-10,Trump: You'd be in jail,Fox News
trump,2016-10-11,Is Trump falling too far behind?,Fox News
trump,2016-10-11,Trump on offense against Clinton ahead of final debate,Fox News
trump,2016-10-11,Is there still time for a Trump victory?,Fox News
trump,2016-10-12,Fox Flash: Mini-Trump,Fox News
trump,2016-10-12,Crowd goes wild over 'mini-Trump',Fox News
trump,2016-10-12,Donald Trump on taking 'shackles' off campaign,Fox News
trump,2016-10-13,"Timing of the Trump video, accusers suspicious?",Fox News
trump,2016-10-13,Trump fights back after NY Times attack,Fox News
trump,2016-10-13,Multiple women accuse Donald Trump of groping,Fox News
trump,2016-10-14,Trump repudiates latest personal attacks,Fox News
trump,2016-10-14,Trump blames Mexican billionaire for harassment stories,Fox News
trump,2016-10-14,"Trump blames groping claims on media, Clinton",Fox News
trump,2016-10-15,Donald Trump says allegations are 100% fabricated,Fox News
trump,2016-10-15,Never Trump' Republican: Voters are increasingly disgusted,Fox News
trump,2016-10-15,Trump campaign reports raising $2 million in September,Fox News
trump,2016-10-16,Trump spokeswoman rips media,Fox News
trump,2016-10-16,Miss USA 2005 defends Trump: He has always been respectful,Fox News
trump,2016-10-16,Gingrich: A disciplined Trump is a formidable opponent,Fox News
trump,2016-10-17,George Will: Trump has a point about rigged elections,Fox News
trump,2016-10-17,Donald Trump claims the presidential election is 'rigged',Fox News
trump,2016-10-17,Trump expands 'rigged election' claims to include polls,Fox News
trump,2016-10-18,Trump touts bold proposal to end corruption in Washington,Fox News
trump,2016-10-18,Michael Moore made surprise Donald Trump film,Fox News
trump,2016-10-18,Latest Fox News scorecard not a pretty picture for Trump,Fox News
trump,2016-10-19,Curt Schilling: Polls are underrepresenting Trump support,Fox News
trump,2016-10-19,Debate talk: How Trump can win,Fox News
trump,2016-10-19,One-on-one with Melania Trump in Trump Tower,Fox News
trump,2016-10-20,Trump couldn't resist,Fox News
trump,2016-10-20,Trump shines light on Clinton's women hypocrisy,Fox News
trump,2016-10-20,Trump campaign raises concerns over voter fraud,Fox News
trump,2016-10-21,Donald Trump explains his 'rigged system' claims,Fox News
trump,2016-10-21,"Newt Gingrich: Gore, Trump and liberal hypocrisy",Fox News
trump,2016-10-21,Hillary Clinton works to tie Donald Trump to Putin's Russia,Fox News
trump,2016-10-22,NASCAR truck to display 'Trump 2016' logo,Fox News
trump,2016-10-22,"Trump vows to sue accusers, says 'corrupt' media fabricating stories",Fox News
trump,2016-10-22,Fox News poll: Trump wins veterans by 17 points,Fox News
trump,2016-10-23,Press pummels Trump over debate,Fox News
trump,2016-10-23,Judith Miller: Women are responding to Trump by voting early,Fox News
trump,2016-10-23,Sean Spicer: Trump offered American voters a detailed plan,Fox News
trump,2016-10-24,"Trump booed, media pounce",Fox News
trump,2016-10-24,Media's 'crazy' Trump talk,Fox News
trump,2016-10-24,Press pummels Trump over debate,Fox News
trump,2016-10-25,Trump acknowledges 'Blacks for Trump' supporters,Fox News
trump,2016-10-25,Trump: 'No interest' in Trump TV; campaign debuts show,Fox News
trump,2016-10-25,Trump: I think I'm winning,Fox News
trump,2016-10-26,Is attacking the media a winning strategy for Trump?,Fox News
trump,2016-10-26,Donald Trump: I will be your greatest champion,Fox News
trump,2016-10-26,Trump hits Clinton on WikiLeaks claims,Fox News
trump,2016-10-27,Trump: 'We should cancel the election',Fox News
trump,2016-10-27,Fox News poll: Trump gaining with independents,Fox News
trump,2016-10-27,"Breaking down difference in media coverage of Trump, Clinton",Fox News
trump,2016-10-28,"Trump, Pence talk Clinton email scandal",Fox News
trump,2016-10-28,Poll shows Trump leads Clinton among independents,Fox News
trump,2016-10-28,Donald Trump seizes on news of FBI's new Clinton probe,Fox News
trump,2016-10-29,Trump campaign feels the momentum shifting,Fox News
trump,2016-10-29,First graders share their thoughts on Trump and Clinton,Fox News
trump,2016-10-29,Trump campaign adviser: Trajectory of the race has changed,Fox News
trump,2016-10-30,Lara Trump on 'Women for Trump' movement,Fox News
trump,2016-10-30,Mainstream media says Trump fans are hurting their feelings,Fox News
trump,2016-10-30,"Mark Cuban, Trump nemesis",Fox News
trump,2016-10-31,Trump expands media indictment,Fox News
trump,2016-10-31,Could Donald Trump sue NBC?,Fox News
trump,2016-10-31,Trump campaign revitalized with Clinton probe,Fox News
trump,2016-11-01,"Trump has momentum, but can he win?",Fox News
trump,2016-11-01,Perfect event' for the Trump campaign,Fox News
trump,2016-11-01,"After Trump, an evangelical examination of conscience?",Fox News
trump,2016-11-02,Did Trump ghostwrite erotic novel 'Trump Tower'?,Fox News
trump,2016-11-02,How Donald Trump could defeat Hillary Clinton,Fox News
trump,2016-11-02,Clinton goes after Trump on taxes,Fox News
trump,2016-11-03,Daniel Henninger: Trump the Opera,Fox News
trump,2016-11-03,Kurtz: Why the pundits still underestimate Trump,Fox News
trump,2016-11-03,McConnell gives strongest pro-Trump statement yet,Fox News
trump,2016-11-04,Why military veterans stand behind Donald Trump,Fox News
trump,2016-11-04,Does Trump have enough time to pull off a victory?,Fox News
trump,2016-11-04,Clinton vs. Trump: Closing arguments,Fox News
trump,2016-11-05,Trump announces plan to visit 'Democrat strongholds',Fox News
trump,2016-11-05,The forgotten women who are supporting Trump,Fox News
trump,2016-11-05,Clinton and Trump make final push to win battleground states,Fox News
trump,2016-11-06,Lara Trump: Women are so excited to vote Trump,Fox News
trump,2016-11-06,Pundits say Trump could win,Fox News
trump,2016-11-06,Donald Trump shows his softer side,Fox News
trump,2016-11-07,"Sarah Palin: If Trump wins, America wins",Fox News
trump,2016-11-07,Why voters trust Trump with money issues,Fox News
trump,2016-11-07,Krauthammer: Donald Trump will be the power broker,Fox News
trump,2016-11-08,"Trump wins presidency, defeats Clinton in historic election upset",Fox News
trump,2016-11-08,Donald Trump: I think we're going to do very well,Fox News
trump,2016-11-08,"Hayes, York look back at the Trump phenomenon",Fox News
trump,2016-11-09,Donald Trump wins the White House,Fox News
trump,2016-11-09,Krauthammer: Trump victory would be ideological revolution,Fox News
trump,2016-11-09,Palpable increase of enthusiasm' at Trump HQ,Fox News
trump,2016-11-10,"Bill O'Reilly: The people revolt, Trump wins",Fox News
trump,2016-11-10,Analyzing media reaction to Trump victory,Fox News
trump,2016-11-10,Obama hosted President-elect Trump for a cordial meeting,Fox News
trump,2016-11-11,President-elect Trump outlines top priorities,Fox News
trump,2016-11-11,Trump leadership shake-up as White House transition goes on,Fox News
trump,2016-11-11,A big week for Donald Trump and the stock market,Fox News
trump,2016-11-12,Rust Belt hands Trump the White House,Fox News
trump,2016-11-12,Kids reacting to Trump presidency with mixed emotion,Fox News
trump,2016-11-12,"Geraldo on Trump transition, protests in major cities",Fox News
trump,2016-11-13,Trump pledges restraint with Twitter from White House,Fox News
trump,2016-11-13,Democrat who voted Trump reacts to victory,Fox News
trump,2016-11-13,Dr. Manny: Trump can revolutionize health care for America,Fox News
trump,2016-11-14,Alex Jones: Trump called to thank me,Fox News
trump,2016-11-14,Trump is eyeing unconventional picks for his administration,Fox News
trump,2016-11-14,How President Trump could save Brexit,Fox News
trump,2016-11-15,Trump transition team looks to fill key roles,Fox News
trump,2016-11-15,Speaker Ryan looks ahead to 2017 with Trump,Fox News
trump,2016-11-15,Speculation mounts over top Trump administration posts,Fox News
trump,2016-11-16,"Trump defies convention, blasts transition critics",Fox News
trump,2016-11-16,Why no Nobel Prize for Trump?,Fox News
trump,2016-11-16,"Trump defies convention, blasts transition critics",Fox News
trump,2016-11-17,Paris Hilton: I voted for Donald Trump,Fox News
trump,2016-11-17,"San Francisco school's lesson: Trump sexist, racist",Fox News
trump,2016-11-17,Rep. Devin Nunes: Trump transition is an 'organized process',Fox News
trump,2016-11-18,Critics call for Trump Cabinet diversity,Fox News
trump,2016-11-18,Trump transition team kicks into high gear,Fox News
trump,2016-11-18,"Flynn: Outspoken general, intelligence pro, Trump supporter",Fox News
trump,2016-11-19,McCain to Trump: Waterboarding won't be reinstated,Fox News
trump,2016-11-19,"Sanctuary cities, Trump administration on collision course",Fox News
trump,2016-11-19,Trump team: Mattis a strong candidate for Cabinet post,Fox News
trump,2016-11-20,Fox News Reporting: The Trump Revolution,Fox News
trump,2016-11-20,"Schumer hints of compromise with Trump, but not on ObamaCare",Fox News
trump,2016-11-20,Trump 'Apprentice' alum Leeza Gibbons on the importance of caregiving,Fox News
trump,2016-11-21,Trump ditches press pool,Fox News
trump,2016-11-21,Behind the scenes of the Trump transition,Fox News
trump,2016-11-21,President-elect Trump and the Iran Deal,Fox News
trump,2016-11-22,Trump faces hurdles to reinstating waterboarding,Fox News
trump,2016-11-22,Trump walks back pledge to pursue Clinton probe,Fox News
trump,2016-11-22,President-elect Trump lays out plan for first 100 days,Fox News
trump,2016-11-23,Kids are writing letters to Donald Trump,Fox News
trump,2016-11-23,Jeff Bridges says he's 'rooting' for Trump,Fox News
trump,2016-11-23,Trump makes headlines during meeting with NYT,Fox News
trump,2016-11-24,Trump administration continues taking shape,Fox News
trump,2016-11-24,Trump says he's working on Thanksgiving to bring back jobs,Fox News
trump,2016-11-24,Trump unnerves Asia but India could forge closer US ties,Fox News
trump,2016-11-25,Big jobs still available in Trump Cabinet,Fox News
trump,2016-11-25,Anti-Trump protests continue across the country,Fox News
trump,2016-11-25,Does Romney need to win trust of Trump loyalists?,Fox News
trump,2016-11-26,President-elect Trump building foreign policy team,Fox News
trump,2016-11-26,Trump nominees could face resistance in Congress,Fox News
trump,2016-11-26,"Trump takes to Twitter to bypass, criticize the medi",Fox News
trump,2016-11-27,Is Trump abandoning promises?,Fox News
trump,2016-11-27,President-elect Trump works to build administration,Fox News
trump,2016-11-27,President-elect Trump calls recount efforts a 'scam',Fox News
trump,2016-11-28,Trump still facing concerns about white supremacists,Fox News
trump,2016-11-28,Petraeus meets with Trump amid the parade of candidates,Fox News
trump,2016-11-28,President-elect Trump mocks efforts to recount the ballots,Fox News
trump,2016-11-29,Sudan's Al-Bashir voices support for Trump,Fox News
trump,2016-11-29,Trump chooses ObamaCare critic to revamp health care system,Fox News
trump,2016-11-29,Jarrett: Clinton did the one thing guaranteed to rile Trump,Fox News
trump,2016-11-30,Kurtz: Can Trump appointees drain the swamp?,Fox News
trump,2016-11-30,Palestinian leader seeks Trump support for independence,Fox News
trump,2016-11-30,Trump formally announces Ross for Commerce secretary,Fox News
clinton,2016-10-01,Fox News poll gives Clinton slight edge after first debate,Fox News
clinton,2016-10-01,Clinton gains more GOP endorsements after first debate,Fox News
clinton,2016-10-01,Mike Huckabee: Hillary Clinton is an elitist snob,Fox News
